DATAFLOW,LAST UPDATE,freq,unit,wstatus,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Denmark,2022,10.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Denmark,2023,10.4,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Denmark,2024,10.4,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2002,18.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2003,18.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2004,17.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2005,17.4,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2006,17.1,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2007,16.5,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2008,16.1,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2009,15.6,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2010,15.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2011,14.5,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2012,13.6,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2013,12.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2014,11.7,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2015,11.5,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2016,11.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2017,10.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2018,10.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2019,10.5,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2020,10.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2021,9.8,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2022,9.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2023,9.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Euro area – 20 countries (from 2023),2024,9.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2000,15.1,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2001,14.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2002,13.6,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2003,13.7,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2004,13.9,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2005,14.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2006,13.4,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2007,14.4,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2008,14.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2009,13.5,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2010,11.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2011,10.6,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2012,10.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2013,9.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2014,12.0,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2015,13.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2016,11.4,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2017,11.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2018,12.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2019,11.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2020,8.5,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2021,9.8,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2022,10.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2023,9.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Estonia,2024,11.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2000,18.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2001,16.9,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2002,16.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2003,15.6,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2004,14.5,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2005,13.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2006,15.1,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2007,14.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2008,14.4,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2009,14.2,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2010,13.5,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2011,12.9,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2012,11.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2013,10.1,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2014,9.0,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2015,7.9,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2016,6.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2017,6.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2018,4.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2019,4.1,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2020,3.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2021,3.2,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2022,4.1,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2023,3.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2024,3.0,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2000,29.1,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2001,29.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2002,30.9,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2003,31.7,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2004,32.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2005,31.0,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2006,30.3,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2007,30.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2008,31.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2009,30.9,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2010,28.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2011,26.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2012,24.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2013,23.6,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2014,21.9,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2015,20.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2016,19.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2017,18.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2018,17.9,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2019,17.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2020,16.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2021,13.3,bd,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2022,13.9,d,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2023,13.7,d,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2024,13.0,d,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2002,16.9,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2003,16.4,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2004,16.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2005,15.6,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2006,15.2,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2007,14.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2008,14.4,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2009,14.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2010,13.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2011,13.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2012,12.6,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2013,11.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2014,11.1,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2015,11.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2016,10.6,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2017,10.5,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2018,10.5,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2019,10.1,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2020,10.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2021,9.7,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2022,9.6,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2023,9.6,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2024,9.4,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2000,9.0,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2001,9.5,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2002,9.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2003,10.1,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2004,10.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2005,10.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2006,9.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2007,9.1,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2008,9.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2009,9.9,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2010,10.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2011,9.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2012,8.9,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2013,9.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2014,9.5,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2015,9.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2016,7.9,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2017,8.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2018,8.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2019,7.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2020,8.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2021,8.2,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2022,8.4,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2023,9.6,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2024,9.6,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2000,13.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2001,13.5,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2002,13.4,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2003,12.7,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2004,12.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2005,12.5,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2006,12.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2007,12.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2008,11.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2009,12.4,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2010,12.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2011,12.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2012,11.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2013,9.7,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2014,8.8,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2015,9.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2016,8.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2017,8.8,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2018,8.7,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2019,8.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2020,8.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2021,7.8,bd,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2022,7.6,d,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2023,7.6,d,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2024,7.7,d,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2002,8.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2003,7.9,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2004,5.4,u,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2005,5.1,bu,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2006,4.7,bu,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2007,4.5,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2008,4.4,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2009,5.2,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2010,5.2,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2011,5.0,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2012,5.0,b,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2013,4.3,,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2014,2.8,bu,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2015,2.7,u,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2016,2.8,u,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2017,2.9,u,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2018,3.1,u,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2019,3.0,u,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2020,2.2,u,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2021,2.4,bu,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2022,2.1,u,
ESTAT:SDG_04_10(1.0),11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2023,2.0,u,
