,last_update,freq,unit,wstatus,age,sex,geo,time_period,obs_value
267,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2018,4.7
268,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2019,4.1
269,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2020,3.8
270,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2021,3.2
271,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2022,4.1
272,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2023,3.7
273,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Greece,2024,3.0
274,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2000,29.1
275,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2001,29.7
276,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2002,30.9
277,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2003,31.7
278,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2004,32.2
279,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2005,31.0
280,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2006,30.3
281,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2007,30.8
282,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2008,31.7
283,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2009,30.9
284,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2010,28.2
285,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2011,26.3
286,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2012,24.7
287,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2013,23.6
288,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2014,21.9
289,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2015,20.0
290,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2016,19.0
291,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2017,18.3
292,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2018,17.9
293,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2019,17.3
294,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2020,16.0
295,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2021,13.3
296,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2022,13.9
297,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2023,13.7
298,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Spain,2024,13.0
299,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2002,16.9
300,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2003,16.4
301,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2004,16.0
302,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2005,15.6
303,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2006,15.2
304,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2007,14.7
305,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2008,14.4
306,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2009,14.0
307,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2010,13.8
308,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2011,13.2
309,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2012,12.6
310,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2013,11.8
311,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2014,11.1
312,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2015,11.0
313,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2016,10.6
314,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2017,10.5
315,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2018,10.5
316,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2019,10.1
317,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2020,10.0
318,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2021,9.7
319,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2022,9.6
320,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2023,9.6
321,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,European Union - 27 countries (from 2020),2024,9.4
322,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2000,9.0
323,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2001,9.5
324,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2002,9.7
325,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2003,10.1
326,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2004,10.0
327,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2005,10.3
328,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2006,9.7
329,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2007,9.1
330,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2008,9.8
331,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2009,9.9
332,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2010,10.3
333,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2011,9.8
334,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2012,8.9
335,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2013,9.3
336,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2014,9.5
337,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2015,9.2
338,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2016,7.9
339,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2017,8.2
340,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2018,8.3
341,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2019,7.3
342,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2020,8.2
343,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2021,8.2
344,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2022,8.4
345,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2023,9.6
346,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Finland,2024,9.6
347,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2000,13.3
348,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2001,13.5
349,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2002,13.4
350,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2003,12.7
351,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2004,12.3
352,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2005,12.5
353,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2006,12.7
354,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2007,12.8
355,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2008,11.8
356,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2009,12.4
357,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2010,12.7
358,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2011,12.3
359,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2012,11.8
360,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2013,9.7
361,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2014,8.8
362,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2015,9.2
363,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2016,8.8
364,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2017,8.8
365,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2018,8.7
366,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2019,8.2
367,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2020,8.0
368,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2021,7.8
369,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2022,7.6
370,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2023,7.6
371,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,France,2024,7.7
372,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2002,8.0
373,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2003,7.9
374,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2004,5.4
375,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2005,5.1
376,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2006,4.7
377,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2007,4.5
378,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2008,4.4
379,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2009,5.2
380,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2010,5.2
381,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2011,5.0
382,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2012,5.0
383,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2013,4.3
384,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2014,2.8
385,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2015,2.7
386,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2016,2.8
387,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2017,2.9
388,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2018,3.1
389,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2019,3.0
390,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2020,2.2
391,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2021,2.4
392,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2022,2.1
393,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2023,2.0
394,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Croatia,2024,2.0
395,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2000,13.9
396,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2001,13.1
397,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2002,12.2
398,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2003,12.0
399,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2004,12.6
400,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2005,12.5
401,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2006,12.5
402,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2007,11.4
403,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2008,11.7
404,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2009,11.5
405,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2010,10.8
406,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2011,11.4
407,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2012,11.8
408,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2013,11.9
409,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2014,11.4
410,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2015,11.6
411,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2016,12.4
412,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2017,12.5
413,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2018,12.4
414,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2019,11.9
415,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2020,12.0
416,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2021,12.0
417,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2022,12.2
418,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2023,11.6
419,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Hungary,2024,10.3
420,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2002,14.6
421,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2003,13.1
422,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2004,13.1
423,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2005,12.5
424,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2006,12.3
425,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2007,12.0
426,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2008,11.7
427,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2009,11.8
428,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2010,11.9
429,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2011,11.1
430,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2012,9.9
431,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2013,8.7
432,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2014,6.7
433,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2015,6.8
434,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2016,6.0
435,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2017,5.0
436,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2018,5.0
437,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2019,5.1
438,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2020,5.0
439,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2021,3.3
440,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2022,3.7
441,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2023,4.0
442,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Ireland,2024,2.8
443,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2000,29.8
444,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2001,30.9
445,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2002,28.8
446,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2003,20.3
447,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2004,24.9
448,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2005,24.9
449,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2006,
450,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2007,23.2
451,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2008,24.4
452,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2009,21.3
453,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2010,22.6
454,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2011,19.7
455,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2012,20.1
456,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2013,20.5
457,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2014,19.1
458,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2015,18.8
459,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2016,19.8
460,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2017,17.8
461,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2018,21.5
462,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2019,17.9
463,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2020,14.8
464,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2021,14.4
465,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2022,16.5
466,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2023,15.8
467,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Iceland,2024,15.3
468,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2000,25.1
469,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2001,25.9
470,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2002,24.2
471,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2003,23.0
472,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2004,23.1
473,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2005,22.1
474,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2006,20.4
475,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2007,19.5
476,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2008,19.6
477,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2009,19.1
478,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2010,18.6
479,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2011,17.8
480,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2012,17.3
481,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2013,16.8
482,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2014,15.0
483,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2015,14.7
484,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2016,13.8
485,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2017,14.0
486,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2018,14.3
487,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2019,13.3
488,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2020,14.2
489,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2021,12.7
490,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2022,11.5
491,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2023,10.5
492,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Italy,2024,9.8
493,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2000,16.5
494,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2001,14.9
495,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2002,13.4
496,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2003,11.4
497,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2004,10.3
498,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2005,8.4
499,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2006,8.8
500,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2007,7.8
501,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2008,7.5
502,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2009,8.7
503,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2010,7.9
504,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2011,7.4
505,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2012,6.5
506,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2013,6.3
507,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2014,5.9
508,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2015,5.5
509,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2016,4.8
510,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2017,5.4
511,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2018,4.6
512,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2019,4.0
513,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2020,5.6
514,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2021,5.3
515,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2022,4.8
516,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2023,6.4
517,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Lithuania,2024,8.4
518,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2000,16.8
519,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2001,18.1
520,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2002,17.0
521,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2003,12.3
522,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2004,12.7
523,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2005,13.3
524,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2006,14.0
525,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2007,12.5
526,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2008,13.4
527,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2009,7.7
528,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2010,7.1
529,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2011,6.2
530,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2012,8.1
531,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2013,6.1
532,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2014,6.1
533,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2015,9.3
534,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2016,5.5
535,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2017,7.3
536,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2018,6.3
537,11/12/25 23:00:00,Annual,Percentage,Population,From 18 to 24 years,Total,Luxembourg,2019,7.2
